event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
episode,30791.97262729099,611930,4650,0.050000000000000044,100000,609931,5.535486443832517,2000,2000,0.0,366.5699831293142,164.16,151.04,512
env_step,31170.4331921658,620000,4698,0.050000000000000044,100000,618001,5.696107335284352,2000,2000,,,,,
episode,31178.053634249838,620165,4700,0.050000000000000044,100000,618166,5.690485583469272,2000,2000,0.0,366.87974513350457,164.7,144.0,512
env_step,31643.087246540934,630000,4749,0.050000000000000044,100000,628001,5.590651936322451,2000,2000,,,,,
episode,31649.123390165856,630128,4750,0.050000000000000044,100000,628129,5.598258313581347,2000,2000,0.0,454.7068037114649,199.26,193.92,512
episode,32059.114021708025,638725,4800,0.050000000000000044,100000,636726,5.674902064189315,2000,2000,0.0,384.94494883269937,171.94,158.72,512
env_step,32121.788704416016,640000,4807,0.050000000000000044,100000,638001,5.521959329590201,2000,2000,,,,,
episode,32520.178021,647563,4850,0.050000000000000044,100000,645564,5.60036970192194,2000,2000,0.0,397.2068407431305,176.76,158.72,256
env_step,32646.997987249866,650000,4863,0.050000000000000044,100000,648001,5.395095291644335,2000,2000,,,,,
greedy_eval,32647.000985582825,650000,4863,0.050000000000000044,100000,648001,5.395095291644335,2000,2000,0.0,,245.124,232.288,
episode,32992.09786612494,656083,4900,0.050000000000000044,100000,654084,5.440279001995921,2000,2000,0.0,379.5814710111374,170.4,145.92,256
